id_venta,fecha,ciudad,categoria,producto,cantidad,precio_unitario,ingresos,canal
617,2025-11-16,Bucaramanga,Hogar,Cafetera Oster 12 tazas,2,240000,480000,Tienda física
618,2025-05-28,Barranquilla,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
619,2025-12-25,Bogotá,Papelería,Cuaderno argollado,3,18000,54000,En línea
620,2025-12-26,Cali,Muebles,Escritorio en L,5,1150000,5750000,Tienda física
621,2024-07-26,Bogotá,Papelería,Resma papel A4,4,22000,88000,En línea
622,2024-11-12,Medellín,Tecnología,Mouse Logitech M185,1,65000,65000,Tienda física
623,2025-08-19,Medellín,Hogar,Licuadora Oster Pro,2,310000,620000,En línea
624,2024-05-05,Pereira,Muebles,Lámpara de pie LED,3,180000,540000,Tienda física
625,2025-02-21,Cali,Tecnología,"Monitor Samsung 24""",1,780000,780000,En línea
626,2024-11-20,Cali,Tecnología,Mouse Logitech M185,2,65000,130000,En línea
627,2024-08-09,Barranquilla,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,En línea
628,2025-11-08,Barranquilla,Tecnología,Mouse Logitech M185,1,65000,65000,Tienda física
629,2025-11-13,Medellín,Tecnología,Portátil Lenovo IdeaPad 3,3,2400000,7200000,En línea
630,2024-12-28,Bucaramanga,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
631,2025-12-20,Bogotá,Muebles,Escritorio en L,3,1150000,3450000,En línea
632,2025-05-04,Cartagena,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,Tienda física
633,2025-07-27,Medellín,Papelería,Kit marcadores x12,3,35000,105000,En línea
634,2024-09-08,Cartagena,Muebles,Silla ergonómica,1,890000,890000,Tienda física
635,2024-01-23,Cartagena,Tecnología,Audífonos Sony WH-CH520,3,320000,960000,En línea
636,2024-12-13,Bogotá,Papelería,Resma papel A4,3,22000,66000,Tienda física
637,2025-01-04,Bogotá,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
638,2025-03-21,Cali,Tecnología,Audífonos Sony WH-CH520,4,320000,1280000,En línea
639,2024-05-17,Barranquilla,Papelería,Kit marcadores x12,3,35000,105000,En línea
640,2024-11-06,Pereira,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
641,2025-05-05,Medellín,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
642,2025-08-14,Bucaramanga,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
643,2025-03-27,Cartagena,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,En línea
644,2025-12-17,Medellín,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
645,2024-07-21,Cartagena,Muebles,Silla ergonómica,2,890000,1780000,En línea
646,2024-03-28,Cartagena,Muebles,Silla ergonómica,2,890000,1780000,En línea
647,2025-05-05,Bogotá,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
648,2025-12-27,Bogotá,Hogar,Licuadora Oster Pro,4,310000,1240000,Tienda física
649,2025-11-10,Barranquilla,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
650,2025-09-04,Cali,Hogar,Sanduchera Black+Decker,2,120000,240000,Tienda física
651,2025-06-28,Bogotá,Hogar,Licuadora Oster Pro,5,310000,1550000,En línea
652,2024-11-07,Cali,Tecnología,Portátil Lenovo IdeaPad 3,3,2400000,7200000,En línea
653,2025-07-02,Cartagena,Tecnología,Teclado mecánico Redragon,2,210000,420000,Tienda física
654,2025-05-24,Cartagena,Muebles,Silla ergonómica,3,890000,2670000,Tienda física
655,2024-05-31,Bogotá,Tecnología,"Monitor Samsung 24""",1,780000,780000,Tienda física
656,2025-07-30,Medellín,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,En línea
657,2024-10-15,Cartagena,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
658,2024-07-28,Medellín,Tecnología,Teclado mecánico Redragon,4,210000,840000,Tienda física
659,2025-03-12,Bucaramanga,Papelería,Resma papel A4,1,22000,22000,En línea
660,2025-10-24,Bogotá,Tecnología,Mouse Logitech M185,1,65000,65000,Tienda física
661,2024-04-27,Cali,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,Tienda física
662,2024-12-13,Barranquilla,Tecnología,Mouse Logitech M185,3,65000,195000,En línea
663,2025-04-22,Bogotá,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,En línea
664,2025-07-29,Medellín,Tecnología,Audífonos Sony WH-CH520,3,320000,960000,Tienda física
665,2024-03-15,Medellín,Hogar,Licuadora Oster Pro,2,310000,620000,Tienda física
666,2024-11-04,Medellín,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,En línea
667,2024-09-18,Cali,Hogar,Sanduchera Black+Decker,1,120000,120000,Tienda física
668,2024-07-19,Bogotá,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
669,2025-03-16,Bogotá,Tecnología,Audífonos Sony WH-CH520,3,320000,960000,En línea
670,2025-07-03,Bucaramanga,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
671,2024-10-05,Bogotá,Papelería,Kit marcadores x12,1,35000,35000,Tienda física
672,2025-11-25,Barranquilla,Muebles,Escritorio en L,1,1150000,1150000,En línea
673,2025-07-08,Medellín,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
674,2024-01-29,Cali,Papelería,Kit marcadores x12,1,35000,35000,En línea
675,2025-12-29,Bogotá,Hogar,Licuadora Oster Pro,2,310000,620000,Tienda física
676,2024-11-24,Medellín,Tecnología,Mouse Logitech M185,2,65000,130000,En línea
677,2025-06-10,Cali,Hogar,Licuadora Oster Pro,1,310000,310000,Tienda física
678,2024-08-04,Cartagena,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
679,2025-06-26,Bogotá,Tecnología,"Monitor Samsung 24""",1,780000,780000,En línea
680,2024-06-13,Bogotá,Tecnología,Teclado mecánico Redragon,2,210000,420000,Tienda física
681,2024-08-26,Bogotá,Tecnología,Portátil Lenovo IdeaPad 3,2,2400000,4800000,Tienda física
682,2024-09-25,Bucaramanga,Tecnología,Portátil Lenovo IdeaPad 3,2,2400000,4800000,Tienda física
683,2025-05-22,Medellín,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,Tienda física
684,2024-03-27,Pereira,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
685,2024-12-16,Bogotá,Tecnología,"Monitor Samsung 24""",1,780000,780000,En línea
686,2025-09-01,Bogotá,Tecnología,Mouse Logitech M185,3,65000,195000,Tienda física
687,2024-02-06,Bogotá,Papelería,Kit marcadores x12,2,35000,70000,En línea
688,2024-12-05,Bogotá,Hogar,Licuadora Oster Pro,4,310000,1240000,Tienda física
689,2024-06-01,Bogotá,Muebles,Escritorio en L,5,1150000,5750000,En línea
690,2025-10-11,Cartagena,Hogar,Sanduchera Black+Decker,2,120000,240000,En línea
691,2025-06-11,Bogotá,Tecnología,"Monitor Samsung 24""",4,780000,3120000,En línea
692,2025-03-18,Bogotá,Hogar,Sanduchera Black+Decker,2,120000,240000,En línea
693,2024-10-17,Cartagena,Tecnología,Portátil Lenovo IdeaPad 3,2,2400000,4800000,Tienda física
694,2024-04-21,Medellín,Papelería,Resma papel A4,1,22000,22000,En línea
695,2024-07-29,Cali,Tecnología,Mouse Logitech M185,3,65000,195000,Tienda física
696,2025-03-06,Cali,Muebles,Lámpara de pie LED,5,180000,900000,En línea
697,2025-01-18,Cali,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
698,2024-10-07,Cartagena,Hogar,Licuadora Oster Pro,1,310000,310000,Tienda física
699,2025-12-26,Bogotá,Tecnología,"Monitor Samsung 24""",2,780000,1560000,Tienda física
700,2025-10-12,Medellín,Papelería,Kit marcadores x12,1,35000,35000,En línea
701,2025-12-19,Cali,Tecnología,"Monitor Samsung 24""",1,780000,780000,En línea
702,2024-07-08,Medellín,Muebles,Silla ergonómica,3,890000,2670000,Tienda física
703,2024-12-09,Cali,Tecnología,"Monitor Samsung 24""",2,780000,1560000,En línea
704,2024-11-21,Bogotá,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
705,2025-04-11,Bogotá,Tecnología,Mouse Logitech M185,2,65000,130000,Tienda física
706,2025-12-10,Bogotá,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
707,2025-02-19,Cali,Hogar,Licuadora Oster Pro,2,310000,620000,Tienda física
708,2024-04-07,Medellín,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
709,2025-12-16,Barranquilla,Tecnología,Teclado mecánico Redragon,2,210000,420000,En línea
710,2024-05-18,Barranquilla,Tecnología,Audífonos Sony WH-CH520,3,320000,960000,En línea
711,2025-04-04,Medellín,Tecnología,Audífonos Sony WH-CH520,4,320000,1280000,En línea
712,2025-08-15,Medellín,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
713,2025-10-01,Medellín,Muebles,Lámpara de pie LED,3,180000,540000,Tienda física
714,2025-12-13,Cali,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,En línea
715,2025-12-04,Medellín,Hogar,Sanduchera Black+Decker,2,120000,240000,Tienda física
716,2024-05-28,Bogotá,Muebles,Lámpara de pie LED,3,180000,540000,En línea
717,2025-03-27,Medellín,Papelería,Kit marcadores x12,2,35000,70000,Tienda física
718,2025-11-24,Pereira,Hogar,Cafetera Oster 12 tazas,1,240000,240000,Tienda física
719,2024-12-11,Barranquilla,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,Tienda física
720,2024-08-29,Barranquilla,Hogar,Cafetera Oster 12 tazas,4,240000,960000,Tienda física
721,2025-04-23,Bogotá,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,En línea
722,2025-05-24,Pereira,Papelería,Cuaderno argollado,2,18000,36000,En línea
723,2025-06-09,Medellín,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
724,2025-03-01,Barranquilla,Hogar,Licuadora Oster Pro,1,310000,310000,Tienda física
725,2024-08-18,Cali,Hogar,Sanduchera Black+Decker,3,120000,360000,En línea
726,2024-05-03,Barranquilla,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
727,2024-08-19,Barranquilla,Tecnología,Teclado mecánico Redragon,3,210000,630000,En línea
728,2025-07-23,Bogotá,Tecnología,Portátil Lenovo IdeaPad 3,3,2400000,7200000,Tienda física
729,2025-07-12,Cali,Papelería,Kit marcadores x12,3,35000,105000,En línea
730,2025-08-17,Cali,Hogar,Sanduchera Black+Decker,1,120000,120000,Tienda física
731,2024-11-07,Medellín,Papelería,Resma papel A4,5,22000,110000,Tienda física
732,2024-01-10,Cartagena,Tecnología,Teclado mecánico Redragon,2,210000,420000,Tienda física
733,2025-09-25,Cali,Papelería,Resma papel A4,3,22000,66000,Tienda física
734,2025-02-06,Pereira,Hogar,Licuadora Oster Pro,3,310000,930000,En línea
735,2024-05-28,Bogotá,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
736,2024-10-31,Bogotá,Muebles,Escritorio en L,2,1150000,2300000,Tienda física
737,2024-07-23,Bogotá,Tecnología,Mouse Logitech M185,3,65000,195000,En línea
738,2024-09-18,Cali,Tecnología,"Monitor Samsung 24""",4,780000,3120000,Tienda física
739,2024-12-27,Cartagena,Muebles,Lámpara de pie LED,1,180000,180000,En línea
740,2024-06-27,Medellín,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,En línea
741,2025-01-29,Bogotá,Tecnología,"Monitor Samsung 24""",1,780000,780000,En línea
742,2024-10-19,Cali,Tecnología,Audífonos Sony WH-CH520,3,320000,960000,Tienda física
743,2025-09-20,Cali,Papelería,Cuaderno argollado,1,18000,18000,En línea
744,2025-11-17,Pereira,Hogar,Licuadora Oster Pro,2,310000,620000,Tienda física
745,2024-09-17,Medellín,Papelería,Resma papel A4,4,22000,88000,En línea
746,2024-08-15,Medellín,Papelería,Resma papel A4,3,22000,66000,Tienda física
747,2024-12-08,Bogotá,Tecnología,Portátil Lenovo IdeaPad 3,4,2400000,9600000,En línea
748,2025-12-09,Cali,Tecnología,Audífonos Sony WH-CH520,5,320000,1600000,En línea
749,2024-02-25,Bucaramanga,Hogar,Licuadora Oster Pro,3,310000,930000,En línea
750,2024-03-29,Pereira,Muebles,Lámpara de pie LED,3,180000,540000,Tienda física
751,2025-05-04,Bogotá,Papelería,Resma papel A4,3,22000,66000,En línea
752,2024-09-26,Cartagena,Tecnología,"Monitor Samsung 24""",1,780000,780000,Tienda física
753,2025-03-05,Medellín,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
754,2024-12-03,Cali,Tecnología,Portátil Lenovo IdeaPad 3,2,2400000,4800000,Tienda física
755,2025-04-11,Barranquilla,Hogar,Cafetera Oster 12 tazas,2,240000,480000,En línea
756,2025-12-01,Medellín,Tecnología,"Monitor Samsung 24""",3,780000,2340000,En línea
757,2025-08-01,Cali,Muebles,Escritorio en L,1,1150000,1150000,En línea
758,2025-01-26,Cartagena,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,En línea
759,2025-12-14,Bucaramanga,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
760,2025-07-04,Cali,Tecnología,Mouse Logitech M185,4,65000,260000,Tienda física
761,2024-04-15,Cali,Tecnología,Portátil Lenovo IdeaPad 3,2,2400000,4800000,Tienda física
762,2024-09-03,Medellín,Hogar,Cafetera Oster 12 tazas,4,240000,960000,En línea
763,2025-05-04,Bogotá,Muebles,Silla ergonómica,1,890000,890000,Tienda física
764,2024-06-09,Cartagena,Tecnología,Audífonos Sony WH-CH520,3,320000,960000,Tienda física
765,2025-12-03,Cali,Papelería,Cuaderno argollado,2,18000,36000,En línea
766,2024-02-26,Medellín,Tecnología,"Monitor Samsung 24""",3,780000,2340000,En línea
767,2024-04-19,Cali,Hogar,Licuadora Oster Pro,1,310000,310000,Tienda física
768,2024-09-14,Medellín,Muebles,Silla ergonómica,2,890000,1780000,Tienda física
769,2025-02-24,Medellín,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
770,2024-07-17,Medellín,Tecnología,Teclado mecánico Redragon,3,210000,630000,Tienda física
771,2024-04-24,Medellín,Hogar,Cafetera Oster 12 tazas,4,240000,960000,En línea
772,2024-09-04,Cali,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
773,2025-10-18,Bogotá,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
774,2024-03-06,Medellín,Tecnología,"Monitor Samsung 24""",1,780000,780000,En línea
775,2025-03-11,Bucaramanga,Muebles,Escritorio en L,2,1150000,2300000,Tienda física
776,2025-02-03,Barranquilla,Papelería,Cuaderno argollado,2,18000,36000,En línea
777,2024-06-29,Bogotá,Hogar,Cafetera Oster 12 tazas,3,240000,720000,En línea
778,2025-01-08,Cali,Tecnología,Mouse Logitech M185,2,65000,130000,Tienda física
779,2025-09-05,Medellín,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
780,2024-05-29,Pereira,Papelería,Resma papel A4,2,22000,44000,Tienda física
781,2024-12-24,Medellín,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
782,2024-10-26,Bucaramanga,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,En línea
783,2024-12-18,Pereira,Muebles,Silla ergonómica,1,890000,890000,En línea
784,2025-06-16,Cartagena,Muebles,Lámpara de pie LED,3,180000,540000,En línea
785,2025-02-04,Medellín,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
786,2025-09-30,Bucaramanga,Muebles,Silla ergonómica,1,890000,890000,En línea
787,2024-10-13,Medellín,Papelería,Kit marcadores x12,2,35000,70000,Tienda física
788,2025-01-02,Bogotá,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,Tienda física
789,2024-06-21,Barranquilla,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,En línea
790,2024-07-04,Medellín,Hogar,Sanduchera Black+Decker,3,120000,360000,En línea
791,2024-06-20,Bogotá,Tecnología,Audífonos Sony WH-CH520,3,320000,960000,En línea
792,2025-03-03,Bogotá,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
793,2024-02-15,Pereira,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
794,2025-02-22,Cali,Tecnología,Portátil Lenovo IdeaPad 3,3,2400000,7200000,En línea
795,2024-03-14,Bucaramanga,Muebles,Escritorio en L,5,1150000,5750000,En línea
796,2025-09-25,Cartagena,Hogar,Licuadora Oster Pro,3,310000,930000,En línea
797,2025-05-15,Medellín,Tecnología,Teclado mecánico Redragon,3,210000,630000,En línea
798,2025-03-18,Bogotá,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
799,2025-10-18,Bogotá,Muebles,Silla ergonómica,1,890000,890000,En línea
800,2024-12-21,Cartagena,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
801,2024-04-10,Cali,Muebles,Silla ergonómica,1,890000,890000,Tienda física
802,2025-11-12,Cali,Hogar,Cafetera Oster 12 tazas,2,240000,480000,En línea
803,2024-02-03,Cartagena,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
804,2024-11-03,Barranquilla,Muebles,Lámpara de pie LED,3,180000,540000,Tienda física
805,2024-03-24,Bogotá,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,Tienda física
806,2024-08-16,Bogotá,Papelería,Kit marcadores x12,1,35000,35000,Tienda física
807,2025-08-21,Bogotá,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
808,2025-06-05,Bogotá,Tecnología,Mouse Logitech M185,1,65000,65000,Tienda física
809,2024-07-22,Medellín,Papelería,Kit marcadores x12,1,35000,35000,En línea
810,2025-05-31,Cartagena,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
811,2024-10-26,Medellín,Muebles,Lámpara de pie LED,1,180000,180000,En línea
812,2025-06-17,Cali,Hogar,Cafetera Oster 12 tazas,4,240000,960000,Tienda física
813,2024-12-08,Bogotá,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
814,2024-10-02,Barranquilla,Muebles,Lámpara de pie LED,2,180000,360000,En línea
815,2025-12-16,Bogotá,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,Tienda física
816,2024-12-04,Bogotá,Tecnología,"Monitor Samsung 24""",1,780000,780000,En línea
817,2024-11-05,Cali,Papelería,Cuaderno argollado,2,18000,36000,Tienda física
818,2025-03-24,Cali,Papelería,Resma papel A4,3,22000,66000,En línea
819,2024-06-14,Bogotá,Hogar,Licuadora Oster Pro,3,310000,930000,En línea
820,2025-03-26,Bogotá,Muebles,Silla ergonómica,1,890000,890000,En línea
821,2024-07-11,Pereira,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,Tienda física
822,2024-10-13,Medellín,Tecnología,Mouse Logitech M185,2,65000,130000,Tienda física
823,2024-02-28,Cartagena,Tecnología,"Monitor Samsung 24""",1,780000,780000,Tienda física
824,2024-10-09,Cali,Papelería,Resma papel A4,1,22000,22000,En línea
825,2025-12-01,Medellín,Muebles,Lámpara de pie LED,1,180000,180000,En línea
826,2024-03-02,Cartagena,Tecnología,Teclado mecánico Redragon,4,210000,840000,Tienda física
827,2025-10-31,Barranquilla,Hogar,Sanduchera Black+Decker,2,120000,240000,Tienda física
828,2025-02-22,Pereira,Hogar,Cafetera Oster 12 tazas,3,240000,720000,En línea
829,2024-12-15,Bogotá,Muebles,Lámpara de pie LED,1,180000,180000,En línea
830,2025-04-24,Bogotá,Papelería,Cuaderno argollado,2,18000,36000,En línea
831,2025-12-12,Cartagena,Muebles,Silla ergonómica,1,890000,890000,En línea
832,2024-03-20,Bogotá,Hogar,Licuadora Oster Pro,3,310000,930000,Tienda física
833,2024-12-21,Bogotá,Tecnología,Mouse Logitech M185,4,65000,260000,Tienda física
834,2025-06-01,Bogotá,Papelería,Kit marcadores x12,2,35000,70000,Tienda física
835,2025-10-28,Bogotá,Tecnología,Audífonos Sony WH-CH520,1,320000,320000,Tienda física
836,2024-05-11,Cali,Tecnología,"Monitor Samsung 24""",4,780000,3120000,Tienda física
837,2025-04-07,Bogotá,Hogar,Cafetera Oster 12 tazas,2,240000,480000,En línea
838,2025-04-13,Bucaramanga,Muebles,Silla ergonómica,5,890000,4450000,Tienda física
839,2024-12-27,Bogotá,Papelería,Cuaderno argollado,4,18000,72000,En línea
840,2025-03-06,Medellín,Tecnología,"Monitor Samsung 24""",3,780000,2340000,En línea
841,2025-01-02,Bogotá,Tecnología,Mouse Logitech M185,2,65000,130000,Tienda física
842,2025-06-12,Bogotá,Muebles,Silla ergonómica,2,890000,1780000,En línea
843,2025-03-10,Bogotá,Tecnología,Mouse Logitech M185,2,65000,130000,En línea
844,2024-07-10,Medellín,Muebles,Silla ergonómica,2,890000,1780000,En línea
845,2024-06-20,Cartagena,Hogar,Cafetera Oster 12 tazas,1,240000,240000,En línea
846,2024-05-30,Bogotá,Tecnología,Audífonos Sony WH-CH520,2,320000,640000,En línea
847,2024-08-04,Medellín,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
848,2025-12-14,Bogotá,Tecnología,Audífonos Sony WH-CH520,3,320000,960000,En línea
849,2025-12-30,Barranquilla,Hogar,Sanduchera Black+Decker,2,120000,240000,Tienda física
850,2024-08-30,Medellín,Muebles,Lámpara de pie LED,2,180000,360000,Tienda física
851,2024-02-19,Cali,Hogar,Sanduchera Black+Decker,2,120000,240000,En línea
852,2024-09-29,Pereira,Tecnología,Mouse Logitech M185,2,65000,130000,En línea
853,2024-01-16,Pereira,Tecnología,Audífonos Sony WH-CH520,4,320000,1280000,En línea
854,2025-03-06,Cartagena,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
855,2025-05-25,Bucaramanga,Muebles,Silla ergonómica,3,890000,2670000,En línea
856,2024-08-18,Bogotá,Hogar,Licuadora Oster Pro,1,310000,310000,Tienda física
857,2024-10-01,Cartagena,Hogar,Licuadora Oster Pro,2,310000,620000,En línea
858,2024-05-16,Bogotá,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
859,2025-05-03,Bucaramanga,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
860,2025-03-15,Bogotá,Papelería,Resma papel A4,1,22000,22000,En línea
861,2025-07-03,Barranquilla,Hogar,Licuadora Oster Pro,4,310000,1240000,En línea
862,2024-05-20,Bucaramanga,Tecnología,"Monitor Samsung 24""",1,780000,780000,En línea
863,2024-01-21,Bogotá,Tecnología,Mouse Logitech M185,3,65000,195000,En línea
864,2024-05-11,Medellín,Hogar,Licuadora Oster Pro,4,310000,1240000,En línea
865,2024-08-16,Cartagena,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
866,2025-05-18,Medellín,Papelería,Kit marcadores x12,1,35000,35000,Tienda física
867,2025-01-31,Pereira,Tecnología,Teclado mecánico Redragon,1,210000,210000,Tienda física
868,2024-05-28,Cali,Muebles,Lámpara de pie LED,2,180000,360000,Tienda física
869,2025-01-18,Medellín,Hogar,Licuadora Oster Pro,1,310000,310000,En línea
870,2025-09-03,Bogotá,Muebles,Escritorio en L,1,1150000,1150000,En línea
871,2024-01-01,Medellín,Hogar,Sanduchera Black+Decker,3,120000,360000,En línea
872,2024-01-07,Medellín,Papelería,Resma papel A4,4,22000,88000,En línea
873,2024-12-02,Bogotá,Tecnología,Teclado mecánico Redragon,1,210000,210000,En línea
874,2024-11-21,Bogotá,Muebles,Lámpara de pie LED,1,180000,180000,Tienda física
875,2024-11-08,Medellín,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
876,2025-07-31,Barranquilla,Papelería,Kit marcadores x12,3,35000,105000,En línea
877,2025-07-15,Cartagena,Hogar,Sanduchera Black+Decker,1,120000,120000,En línea
878,2024-08-21,Bogotá,Hogar,Licuadora Oster Pro,2,310000,620000,Tienda física
879,2024-06-04,Cali,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,En línea
880,2024-03-28,Barranquilla,Tecnología,Teclado mecánico Redragon,3,210000,630000,En línea
881,2024-05-07,Medellín,Muebles,Silla ergonómica,1,890000,890000,Tienda física
882,2025-12-31,Medellín,Muebles,Silla ergonómica,3,890000,2670000,Tienda física
883,2025-12-11,Bogotá,Tecnología,"Monitor Samsung 24""",3,780000,2340000,En línea
884,2024-06-07,Cartagena,Hogar,Sanduchera Black+Decker,3,120000,360000,En línea
885,2025-08-03,Medellín,Tecnología,Teclado mecánico Redragon,3,210000,630000,Tienda física
886,2024-01-26,Cali,Muebles,Silla ergonómica,3,890000,2670000,Tienda física
887,2024-12-20,Medellín,Hogar,Licuadora Oster Pro,1,310000,310000,Tienda física
888,2024-02-02,Bogotá,Papelería,Resma papel A4,2,22000,44000,Tienda física
889,2024-06-12,Bogotá,Papelería,Kit marcadores x12,4,35000,140000,En línea
890,2025-04-23,Bogotá,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
891,2025-08-21,Cartagena,Tecnología,Portátil Lenovo IdeaPad 3,1,2400000,2400000,En línea
892,2025-03-23,Bogotá,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
893,2025-04-11,Cali,Papelería,Resma papel A4,5,22000,110000,En línea
894,2025-05-03,Bogotá,Hogar,Cafetera Oster 12 tazas,3,240000,720000,En línea
895,2025-12-24,Cartagena,Hogar,Sanduchera Black+Decker,3,120000,360000,En línea
896,2024-06-08,Bogotá,Hogar,Licuadora Oster Pro,1,310000,310000,Tienda física
897,2024-12-25,Barranquilla,Muebles,Escritorio en L,1,1150000,1150000,En línea
898,2024-06-04,Bogotá,Tecnología,Mouse Logitech M185,3,65000,195000,Tienda física
899,2025-11-23,Bogotá,Muebles,Lámpara de pie LED,1,180000,180000,En línea
900,2024-07-30,Cali,Tecnología,Mouse Logitech M185,1,65000,65000,En línea
